policy,path_id,training_seed,right_censored,clearance_weeks_observed,restricted_clearance_time_contribution,ending_outstanding_mass,terminal_correction,decision_clearance_terminal_residual,exit_channel_residual,clearance_observation_valid,restricted_clearance_time_residual,terminal_once_valid,status
Constrained SAC,test_052_9760565f31de,301721597.0,False,78,78,6.202513483714539e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_052_9760565f31de,554911178.0,False,78,78,6.202824574398458e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Constrained SAC,test_052_9760565f31de,1600960620.0,False,78,78,6.202741361647197e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_052_9760565f31de,301721597.0,False,79,79,5.166409704552927e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_052_9760565f31de,554911178.0,False,79,79,5.18574355757298e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_052_9760565f31de,1600960620.0,False,79,79,5.177311556994173e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_053_4473e6f72168,,False,78,78,6.225322373210701e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_053_4473e6f72168,,False,79,79,4.66778262223166e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_053_4473e6f72168,,False,79,79,4.6785926553087275e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_053_4473e6f72168,1409200687.0,False,79,79,4.771013438129461e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_053_4473e6f72168,3018804584.0,False,79,79,4.793330530667296e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_053_4473e6f72168,959653586.0,False,79,79,4.785161484921349e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_053_4473e6f72168,1694234878.0,False,79,79,4.5326226626734285e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
PPO,test_053_4473e6f72168,1635820214.0,False,79,79,4.808015055094913e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_053_4473e6f72168,456241246.0,False,79,79,4.694645238738015e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_053_4473e6f72168,3760190062.0,False,78,78,6.225065893500555e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_053_4473e6f72168,3890281123.0,False,78,78,6.225055656276519e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_053_4473e6f72168,4226533458.0,False,78,78,6.225183673808438e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_053_4473e6f72168,301721597.0,False,78,78,6.224841144372153e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_053_4473e6f72168,554911178.0,False,78,78,6.225177660935839e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_053_4473e6f72168,1600960620.0,False,78,78,6.225046957341911e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_053_4473e6f72168,301721597.0,False,79,79,4.775344425378594e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_053_4473e6f72168,554911178.0,False,79,79,4.797112563828366e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_053_4473e6f72168,1600960620.0,False,79,79,4.788585163894633e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Passive,test_054_c66f0b1dacc4,,False,78,78,7.474199165824792e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_054_c66f0b1dacc4,,False,79,79,6.008520576062927e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Projected stochastic MPC,test_054_c66f0b1dacc4,,False,79,79,6.04186671439697e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_054_c66f0b1dacc4,1409200687.0,False,79,79,6.172792494562359e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_054_c66f0b1dacc4,3018804584.0,False,79,79,6.194822714494838e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_054_c66f0b1dacc4,959653586.0,False,79,79,6.185853999321777e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_054_c66f0b1dacc4,1694234878.0,False,79,79,5.73175673118749e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_054_c66f0b1dacc4,1635820214.0,False,79,79,6.172721759333375e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_054_c66f0b1dacc4,456241246.0,False,79,79,5.980375823367538e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_054_c66f0b1dacc4,3760190062.0,False,78,78,7.473803761866234e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_054_c66f0b1dacc4,3890281123.0,False,78,78,7.473876083065392e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_054_c66f0b1dacc4,4226533458.0,False,78,78,7.474010339489446e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_054_c66f0b1dacc4,301721597.0,False,78,78,7.473822902497609e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_054_c66f0b1dacc4,554911178.0,False,78,78,7.474244927478941e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_054_c66f0b1dacc4,1600960620.0,False,78,78,7.474054832054599e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_054_c66f0b1dacc4,301721597.0,False,79,79,6.178938809438889e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_054_c66f0b1dacc4,554911178.0,False,79,79,6.200161804379091e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_054_c66f0b1dacc4,1600960620.0,False,79,79,6.190711778533465e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Passive,test_055_f90330578051,,False,78,78,7.835225100978824e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_055_f90330578051,,False,79,79,6.158033860035939e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_055_f90330578051,,False,79,79,6.192656008064972e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_055_f90330578051,1409200687.0,False,79,79,6.289817850117769e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_055_f90330578051,3018804584.0,False,79,79,6.312478487652821e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_055_f90330578051,959653586.0,False,79,79,6.30366275639461e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_055_f90330578051,1694234878.0,False,79,79,5.912455416510608e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_055_f90330578051,1635820214.0,False,79,79,6.303226192003701e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_055_f90330578051,456241246.0,False,79,79,6.13717231418514e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_055_f90330578051,3760190062.0,False,78,78,7.834933944253762e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_055_f90330578051,3890281123.0,False,78,78,7.834922529866741e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_055_f90330578051,4226533458.0,False,78,78,7.835020266344786e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Constrained SAC,test_055_f90330578051,301721597.0,False,78,78,7.834643886368514e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_055_f90330578051,554911178.0,False,78,78,7.835054665818447e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_055_f90330578051,1600960620.0,False,78,78,7.834896160372309e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_055_f90330578051,301721597.0,False,79,79,6.295341719575426e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_055_f90330578051,554911178.0,False,79,79,6.317095087869209e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_055_f90330578051,1600960620.0,False,79,79,6.30787837743335e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Passive,test_056_b2c64046cef9,,False,78,78,6.992513948731731e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_056_b2c64046cef9,,False,79,79,5.218023847342236e-07,0.0,2.9103830456733704e-11,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_056_b2c64046cef9,,False,79,79,5.220919841144726e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_056_b2c64046cef9,1409200687.0,False,79,79,5.315349439772374e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_056_b2c64046cef9,3018804584.0,False,79,79,5.335707095814012e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_056_b2c64046cef9,959653586.0,False,79,79,5.327914406601621e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_056_b2c64046cef9,1694234878.0,False,79,79,5.024909327937766e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_056_b2c64046cef9,1635820214.0,False,79,79,5.324772445162671e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_056_b2c64046cef9,456241246.0,False,79,79,5.198805910485199e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_056_b2c64046cef9,3760190062.0,False,78,78,6.992468800675764e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_056_b2c64046cef9,3890281123.0,False,78,78,6.992417975139594e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_056_b2c64046cef9,4226533458.0,False,78,78,6.992575469444716e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_056_b2c64046cef9,301721597.0,False,78,78,6.992125918723745e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_056_b2c64046cef9,554911178.0,False,78,78,6.992514021818265e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_056_b2c64046cef9,1600960620.0,False,78,78,6.99233866016911e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Model-guided constrained SAC,test_056_b2c64046cef9,301721597.0,False,79,79,5.317921043525416e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_056_b2c64046cef9,554911178.0,False,79,79,5.337602983632338e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_056_b2c64046cef9,1600960620.0,False,79,79,5.329558067130491e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_057_bf11b8e004e2,,False,78,78,7.859471071612282e-07,0.0,8.731149137020111e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_057_bf11b8e004e2,,False,79,79,5.665657586345114e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_057_bf11b8e004e2,,False,79,79,5.680964386423493e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_057_bf11b8e004e2,1409200687.0,False,79,79,5.769617824972878e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_057_bf11b8e004e2,3018804584.0,False,79,79,5.789451712547005e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_057_bf11b8e004e2,959653586.0,False,79,79,5.782168153470342e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
PPO,test_057_bf11b8e004e2,1694234878.0,False,79,79,5.462963399631484e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_057_bf11b8e004e2,1635820214.0,False,79,79,5.765380601505273e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_057_bf11b8e004e2,456241246.0,False,79,79,5.634090875363007e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_057_bf11b8e004e2,3760190062.0,False,78,78,7.858699928294699e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_057_bf11b8e004e2,3890281123.0,False,78,78,7.858849950072926e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_057_bf11b8e004e2,4226533458.0,False,78,78,7.858883811625555e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_057_bf11b8e004e2,301721597.0,False,78,78,7.858717489513033e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_057_bf11b8e004e2,554911178.0,False,78,78,7.85921677192959e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_057_bf11b8e004e2,1600960620.0,False,78,78,7.858999675337404e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_057_bf11b8e004e2,301721597.0,False,79,79,5.774647612203236e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_057_bf11b8e004e2,554911178.0,False,79,79,5.79386824177536e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_057_bf11b8e004e2,1600960620.0,False,79,79,5.786229050896022e-07,0.0,0.0,0.0,True,0,True,PASS
Passive,test_058_fbcfbffca03e,,False,78,78,7.468505177840378e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Reactive,test_058_fbcfbffca03e,,False,79,79,6.220528142024818e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_058_fbcfbffca03e,,False,79,79,6.268073438887402e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_058_fbcfbffca03e,1409200687.0,False,79,79,6.357947070478694e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Behaviour cloning,test_058_fbcfbffca03e,3018804584.0,False,79,79,6.380179716790959e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_058_fbcfbffca03e,959653586.0,False,79,79,6.371734415221674e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_058_fbcfbffca03e,1694234878.0,False,79,79,5.966543616829193e-07,0.0,2.9103830456733704e-11,9.094947017729282e-13,True,0,True,PASS
PPO,test_058_fbcfbffca03e,1635820214.0,False,79,79,6.369521825250452e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
PPO,test_058_fbcfbffca03e,456241246.0,False,79,79,6.203065331180593e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_058_fbcfbffca03e,3760190062.0,False,78,78,7.467663232241219e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_058_fbcfbffca03e,3890281123.0,False,78,78,7.467892525268197e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Vanilla SAC,test_058_fbcfbffca03e,4226533458.0,False,78,78,7.467881357064937e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_058_fbcfbffca03e,301721597.0,False,78,78,7.467731678808766e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Constrained SAC,test_058_fbcfbffca03e,554911178.0,False,78,78,7.468122024739785e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_058_fbcfbffca03e,1600960620.0,False,78,78,7.468023057865802e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_058_fbcfbffca03e,301721597.0,False,79,79,6.363494177348711e-07,0.0,0.0,0.0,True,0,True,PASS
Model-guided constrained SAC,test_058_fbcfbffca03e,554911178.0,False,79,79,6.38477477655833e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Model-guided constrained SAC,test_058_fbcfbffca03e,1600960620.0,False,79,79,6.375924446969039e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_059_d22925a9593f,,False,78,78,7.810309209631134e-07,0.0,0.0,0.0,True,0,True,PASS
Reactive,test_059_d22925a9593f,,False,79,79,5.451368328581323e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Projected stochastic MPC,test_059_d22925a9593f,,False,79,79,5.454655995192575e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_059_d22925a9593f,1409200687.0,False,79,79,5.542504663977084e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_059_d22925a9593f,3018804584.0,False,79,79,5.562991954900818e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Behaviour cloning,test_059_d22925a9593f,959653586.0,False,79,79,5.555289476383788e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
PPO,test_059_d22925a9593f,1694234878.0,False,79,79,5.268176607805793e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
PPO,test_059_d22925a9593f,1635820214.0,False,79,79,5.543244661504179e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_059_d22925a9593f,456241246.0,False,79,79,5.425634891945738e-07,0.0,0.0,0.0,True,0,True,PASS
Vanilla SAC,test_059_d22925a9593f,3760190062.0,False,78,78,7.810027372455235e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_059_d22925a9593f,3890281123.0,False,78,78,7.810037692163997e-07,0.0,2.9103830456733704e-11,3.637978807091713e-12,True,0,True,PASS
Vanilla SAC,test_059_d22925a9593f,4226533458.0,False,78,78,7.810200518592716e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_059_d22925a9593f,301721597.0,False,78,78,7.809800970465796e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Constrained SAC,test_059_d22925a9593f,554911178.0,False,78,78,7.810318079793417e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_059_d22925a9593f,1600960620.0,False,78,78,7.810046857164677e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Model-guided constrained SAC,test_059_d22925a9593f,301721597.0,False,79,79,5.546952331193617e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_059_d22925a9593f,554911178.0,False,79,79,5.566756317367419e-07,0.0,2.9103830456733704e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_059_d22925a9593f,1600960620.0,False,79,79,5.558770795944619e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Passive,test_060_b3feb9e274c2,,False,78,78,7.414301426378225e-07,0.0,5.820766091346741e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_060_b3feb9e274c2,,False,79,79,5.611568566548842e-07,0.0,0.0,0.0,True,0,True,PASS
Projected stochastic MPC,test_060_b3feb9e274c2,,False,79,79,5.62970840317825e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_060_b3feb9e274c2,1409200687.0,False,79,79,5.730878244041759e-07,0.0,0.0,0.0,True,0,True,PASS
Behaviour cloning,test_060_b3feb9e274c2,3018804584.0,False,79,79,5.754221127184266e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_060_b3feb9e274c2,959653586.0,False,79,79,5.745338461614755e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_060_b3feb9e274c2,1694234878.0,False,79,79,5.409677612104507e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_060_b3feb9e274c2,1635820214.0,False,79,79,5.750694909393352e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_060_b3feb9e274c2,456241246.0,False,79,79,5.607062653001753e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
Vanilla SAC,test_060_b3feb9e274c2,3760190062.0,False,78,78,7.414051560676304e-07,0.0,0.0,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_060_b3feb9e274c2,3890281123.0,False,78,78,7.41403500905758e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Vanilla SAC,test_060_b3feb9e274c2,4226533458.0,False,78,78,7.414184547094394e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_060_b3feb9e274c2,301721597.0,False,78,78,7.413795250736497e-07,0.0,0.0,3.637978807091713e-12,True,0,True,PASS
Constrained SAC,test_060_b3feb9e274c2,554911178.0,False,78,78,7.414170898390697e-07,0.0,0.0,0.0,True,0,True,PASS
Constrained SAC,test_060_b3feb9e274c2,1600960620.0,False,78,78,7.414011519636594e-07,0.0,5.820766091346741e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_060_b3feb9e274c2,301721597.0,False,79,79,5.735841568820878e-07,0.0,2.9103830456733704e-11,4.547473508864641e-13,True,0,True,PASS
Model-guided constrained SAC,test_060_b3feb9e274c2,554911178.0,False,79,79,5.758439759742073e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Model-guided constrained SAC,test_060_b3feb9e274c2,1600960620.0,False,79,79,5.749032875655994e-07,0.0,0.0,4.547473508864641e-13,True,0,True,PASS
Passive,test_061_627abde70c26,,False,78,78,6.646450313901052e-07,0.0,2.9103830456733704e-11,1.8189894035458565e-12,True,0,True,PASS
Reactive,test_061_627abde70c26,,False,79,79,4.883346927993927e-07,0.0,1.4551915228366852e-11,9.094947017729282e-13,True,0,True,PASS
Projected stochastic MPC,test_061_627abde70c26,,False,79,79,4.889247005922854e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_061_627abde70c26,1409200687.0,False,79,79,4.981155767817571e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
Behaviour cloning,test_061_627abde70c26,3018804584.0,False,79,79,5.001817745296538e-07,0.0,1.4551915228366852e-11,0.0,True,0,True,PASS
Behaviour cloning,test_061_627abde70c26,959653586.0,False,79,79,4.994007703120985e-07,0.0,1.4551915228366852e-11,4.547473508864641e-13,True,0,True,PASS
PPO,test_061_627abde70c26,1694234878.0,False,79,79,4.741056880049802e-07,0.0,0.0,0.0,True,0,True,PASS
PPO,test_061_627abde70c26,1635820214.0,False,79,79,5.003483141022222e-07,0.0,0.0,9.094947017729282e-13,True,0,True,PASS
