policy,path_id,training_seed,total_operational_objective,loss_queue,loss_waiting,loss_exit,loss_overflow,loss_route_resource,loss_action,terminal_correction,recalculated_component_sum,absolute_reconciliation_error,relative_reconciliation_error,route_resource_cost_present,tolerance,status
Behaviour cloning,test_025_0c3eeaae0824,1409200687.0,116489.35678729232,8491.920150234973,98272.69511402758,3933.1202377367376,3285.1903969447326,1300.1262321752447,1206.3046561730605,0.0,116489.35678729233,1.4551915228366852e-11,1.2492055608941522e-16,True,1e-06,PASS
Behaviour cloning,test_025_0c3eeaae0824,3018804584.0,119274.66700042512,8473.362325719101,101020.0486970125,4034.948525596992,3277.662175307175,1296.4220026198766,1172.2232741694845,0.0,119274.66700042515,2.9103830456733704e-11,2.440068053732648e-16,True,1e-06,PASS
Behaviour cloning,test_025_0c3eeaae0824,959653586.0,117948.82567755083,8466.08623687584,99779.77775207305,3987.539094961158,3281.343736682752,1293.6382137245992,1140.44064323346,0.0,117948.82567755086,2.9103830456733704e-11,2.4674964154622376e-16,True,1e-06,PASS
PPO,test_025_0c3eeaae0824,1694234878.0,196934.67819355737,7433.883684271973,177406.32833870695,7170.355016931453,2797.499723785803,1037.436274514379,1089.1751553468814,0.0,196934.67819355745,8.731149137020111e-11,4.433525480179116e-16,True,1e-06,PASS
PPO,test_025_0c3eeaae0824,1635820214.0,154784.3032346057,8025.210658470113,135954.51890919812,5440.639949888016,3083.614294084888,1175.2772173512114,1105.042205613351,0.0,154784.3032346057,0.0,0.0,True,1e-06,PASS
PPO,test_025_0c3eeaae0824,456241246.0,180792.89508447464,7751.740914983074,161543.2825812188,6502.139590040903,2957.0503735090847,1101.698946646442,936.9826780763432,0.0,180792.89508447464,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_025_0c3eeaae0824,3760190062.0,287804.1422255667,6631.547427537858,266425.92588825,11391.142084888512,2550.4862768690878,801.7050842221015,3.335463799214915,0.0,287804.1422255667,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_025_0c3eeaae0824,3890281123.0,287830.78484628693,6631.628434518308,266451.92519968905,11392.377233241648,2550.6232552428432,801.7260413753023,2.504682219783456,0.0,287830.7848462869,5.820766091346741e-11,2.022287537608342e-16,True,1e-06,PASS
Vanilla SAC,test_025_0c3eeaae0824,4226533458.0,287806.90982542257,6631.336581665022,266427.99725411815,11391.252077676489,2550.329310458017,801.7028934564116,4.291708048409767,0.0,287806.9098254225,5.820766091346741e-11,2.0224552964616073e-16,True,1e-06,PASS
Constrained SAC,test_025_0c3eeaae0824,301721597.0,287827.33194334083,6632.088581375277,266446.70201499714,11392.136783309314,2550.836537072977,801.7356496277692,3.8323769583928526,0.0,287827.33194334083,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_025_0c3eeaae0824,554911178.0,287828.28555241507,6631.785532833788,266448.43864443566,11392.190402746972,2550.684334338295,801.7354642409017,3.451173819582096,0.0,287828.2855524152,1.1641532182693481e-10,4.044610195398428e-16,True,1e-06,PASS
Constrained SAC,test_025_0c3eeaae0824,1600960620.0,287839.0173301705,6631.954779459534,266459.2826623734,11392.70496945998,2550.841965561833,801.7465257872162,2.4864275285902866,0.0,287839.01733017055,5.820766091346741e-11,2.0222296981614326e-16,True,1e-06,PASS
Model-guided constrained SAC,test_025_0c3eeaae0824,301721597.0,117114.9221555411,8514.874359505631,99056.88254641324,3957.949667132031,3305.960865012647,1313.715979766905,965.5387377106,0.0,117114.92215554105,5.820766091346741e-11,4.970131887733438e-16,True,1e-06,PASS
Model-guided constrained SAC,test_025_0c3eeaae0824,554911178.0,119810.2443536653,8475.555146246019,101753.93915820937,4056.71320262589,3282.611214424615,1307.0880412401148,934.337590919306,0.0,119810.24435366532,1.4551915228366852e-11,1.2145802144774336e-16,True,1e-06,PASS
Model-guided constrained SAC,test_025_0c3eeaae0824,1600960620.0,118439.7346434764,8468.703232923855,100469.99712098613,4008.1778324329807,3283.0185629750813,1304.765608246725,905.0722859115882,0.0,118439.73464347636,4.3655745685100555e-11,3.685903705923668e-16,True,1e-06,PASS
Passive,test_026_770d47ae1768,,286320.592227998,6704.842204691198,264915.0546326709,11326.920588893074,2564.1951384669183,809.5796632759317,0.0,0.0,286320.59222799796,5.820766091346741e-11,2.0329540554706753e-16,True,1e-06,PASS
Reactive,test_026_770d47ae1768,,109767.67869769284,8018.427678019519,93266.34398974763,3776.321488780567,2877.0059269599174,1262.5159889080985,567.0636252771228,0.0,109767.67869769286,1.4551915228366852e-11,1.3257012811980612e-16,True,1e-06,PASS
Projected stochastic MPC,test_026_770d47ae1768,,119808.97405643886,9329.145189501378,101045.72089465662,4115.229336980333,3951.05338085664,1367.825254443885,0.0,0.0,119808.97405643886,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_026_770d47ae1768,1409200687.0,124759.598914365,8548.821745628791,106052.70757305088,4276.231867337066,3382.530364915895,1291.7414292964324,1207.5659341359444,0.0,124759.59891436501,1.4551915228366852e-11,1.16639644203692e-16,True,1e-06,PASS
Behaviour cloning,test_026_770d47ae1768,3018804584.0,127893.17559947136,8531.539882564048,109129.76281265718,4394.040503049166,3376.600955842252,1286.6823946134457,1174.5490507452878,0.0,127893.17559947137,1.4551915228366852e-11,1.1378179609785998e-16,True,1e-06,PASS
Behaviour cloning,test_026_770d47ae1768,959653586.0,126591.54087315328,8519.291509989842,107926.7788204991,4347.731527837637,3370.9437189846,1284.7015237102478,1142.0937721318492,0.0,126591.54087315327,1.4551915228366852e-11,1.1495171895370243e-16,True,1e-06,PASS
PPO,test_026_770d47ae1768,1694234878.0,203477.83767116367,7521.643181068494,183510.9661918418,7439.942388414145,2878.027946990804,1034.1478052236012,1093.1101576248543,0.0,203477.8376711637,2.9103830456733704e-11,1.430319428878923e-16,True,1e-06,PASS
PPO,test_026_770d47ae1768,1635820214.0,160866.0884728934,8109.792552154021,141616.049656226,5686.919096789208,3172.117432313117,1172.999478142945,1108.2102572680494,0.0,160866.08847289335,5.820766091346741e-11,3.618392258184088e-16,True,1e-06,PASS
PPO,test_026_770d47ae1768,456241246.0,187713.04445661936,7831.056170949942,168008.73492771472,6786.096292440677,3044.774292974001,1097.0795630294535,945.30320951062,0.0,187713.04445661942,5.820766091346741e-11,3.1008852411916023e-16,True,1e-06,PASS
Vanilla SAC,test_026_770d47ae1768,3760190062.0,286258.37630223064,6705.411059161791,264851.4597295876,11323.770573656951,2564.3618090846494,809.5697465643112,3.803384175353902,0.0,286258.37630223064,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_026_770d47ae1768,3890281123.0,286280.91231177934,6705.303485262843,264873.97429169534,11324.87224269725,2564.3360654487137,809.5810007206146,2.845225954648119,0.0,286280.9123117794,5.820766091346741e-11,2.0332358327150822e-16,True,1e-06,PASS
Vanilla SAC,test_026_770d47ae1768,4226533458.0,286258.19544233603,6705.124053553788,264850.69434604683,11323.763514316834,2564.216609682699,809.5583548142157,4.838563921663278,0.0,286258.19544233603,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_026_770d47ae1768,301721597.0,286293.6894785313,6706.157758180689,264883.4476371653,11325.249738677783,2564.857939922697,809.6359204556411,4.34048412909624,0.0,286293.68947853125,5.820766091346741e-11,2.0331450902564271e-16,True,1e-06,PASS
Constrained SAC,test_026_770d47ae1768,554911178.0,286281.17777112743,6705.516310257672,264872.9111461141,11324.783268369414,2564.474972678177,809.598969161844,3.893104546229592,0.0,286281.1777711275,5.820766091346741e-11,2.0332339473607502e-16,True,1e-06,PASS
Constrained SAC,test_026_770d47ae1768,1600960620.0,286296.5337220044,6705.773192688711,264888.21698130306,11325.49142152031,2564.591265215908,809.6246742377939,2.836187038508574,0.0,286296.5337220043,1.1641532182693481e-10,4.066249783519027e-16,True,1e-06,PASS
Model-guided constrained SAC,test_026_770d47ae1768,301721597.0,125542.3361350915,8627.845493331057,106884.73595548068,4304.807971325009,3448.656160900714,1308.9104275334555,967.3801265205432,0.0,125542.33613509145,4.3655745685100555e-11,3.477372417072454e-16,True,1e-06,PASS
Model-guided constrained SAC,test_026_770d47ae1768,554911178.0,128645.18716550256,8593.592414710249,109963.09113674345,4420.6948580145845,3431.022755982117,1301.019587601654,935.7664124505312,0.0,128645.18716550258,1.4551915228366852e-11,1.1311667034729992e-16,True,1e-06,PASS
Model-guided constrained SAC,test_026_770d47ae1768,1600960620.0,127283.90382890133,8589.73403879328,108683.06555398638,4372.985598481435,3431.1600125151344,1299.5995392659806,907.3590858590744,0.0,127283.90382890128,4.3655745685100555e-11,3.429793113808315e-16,True,1e-06,PASS
Passive,test_027_df5d670513fa,,287637.7216990547,6648.217267789098,266279.26984099764,11385.250081917104,2521.188156866009,803.7963514848147,0.0,0.0,287637.7216990547,0.0,0.0,True,1e-06,PASS
Reactive,test_027_df5d670513fa,,95938.81256132235,7976.686700571537,80026.88196409901,3196.902786431161,2817.0434487817392,1307.6227799803507,613.6748814586119,0.0,95938.81256132241,5.820766091346741e-11,6.067165035658756e-16,True,1e-06,PASS
Projected stochastic MPC,test_027_df5d670513fa,,105136.99952026478,9383.51660480454,86884.48646744588,3494.130135857437,3962.29326995336,1412.573042203545,0.0,0.0,105136.99952026476,2.9103830456733704e-11,2.768181571619232e-16,True,1e-06,PASS
Behaviour cloning,test_027_df5d670513fa,1409200687.0,109716.32313952972,8607.353508336404,91570.74838133866,3641.722426036474,3353.4800794618563,1339.2540420916712,1203.7647022646292,0.0,109716.3231395297,1.4551915228366852e-11,1.3263218099152595e-16,True,1e-06,PASS
Behaviour cloning,test_027_df5d670513fa,3018804584.0,112594.68682063236,8590.915744450585,94403.7497986351,3748.0986186828536,3344.940272955685,1335.3031920882706,1171.6791938197844,0.0,112594.68682063227,8.731149137020111e-11,7.7544948021651905e-16,True,1e-06,PASS
Behaviour cloning,test_027_df5d670513fa,959653586.0,111376.46141302164,8580.757495520384,93279.05416992024,3705.1819798758856,3340.437591252949,1332.3504545349124,1138.6797219172408,0.0,111376.46141302162,1.4551915228366852e-11,1.306552124546624e-16,True,1e-06,PASS
PPO,test_027_df5d670513fa,1694234878.0,191772.66460322632,7560.245238546432,172292.97156310605,6928.424549931428,2836.6975059764627,1069.1999000095086,1085.1258456564406,0.0,191772.6646032263,2.9103830456733704e-11,1.517621425188461e-16,True,1e-06,PASS
PPO,test_027_df5d670513fa,1635820214.0,146570.8778526071,8165.396927172931,127872.9933867325,5080.009657828054,3132.8752314879785,1217.447161095699,1102.1554882899084,0.0,146570.87785260708,2.9103830456733704e-11,1.9856489149229737e-16,True,1e-06,PASS
PPO,test_027_df5d670513fa,456241246.0,174219.18137620768,7883.794196223176,155058.45933197136,6204.9913243965375,3005.0613328713207,1138.330302111822,928.544888633472,0.0,174219.1813762077,2.9103830456733704e-11,1.6705296297935814e-16,True,1e-06,PASS
Vanilla SAC,test_027_df5d670513fa,3760190062.0,287585.74467634445,6648.848959925793,266225.80780115584,11382.62457092301,2521.355306503347,803.8124835130038,3.2955543233319373,0.0,287585.7446763444,5.820766091346741e-11,2.0240106469455096e-16,True,1e-06,PASS
Vanilla SAC,test_027_df5d670513fa,3890281123.0,287604.3839377296,6648.688179824128,266244.5664517815,11383.538202331643,2521.3087815330773,803.8127145295776,2.469607729621811,0.0,287604.3839377296,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_027_df5d670513fa,4226533458.0,287586.84427013365,6648.60042088513,266226.3271277131,11382.666806179828,2521.207657549731,803.8047667329847,4.237491072767869,0.0,287586.8442701336,5.820766091346741e-11,2.024002908102162e-16,True,1e-06,PASS
Constrained SAC,test_027_df5d670513fa,301721597.0,287616.94954226934,6649.532940702731,266254.00505708467,11383.923530614757,2521.8133796325496,803.8661339778162,3.808500256664032,0.0,287616.9495422692,1.1641532182693481e-10,4.0475821057209965e-16,True,1e-06,PASS
Constrained SAC,test_027_df5d670513fa,554911178.0,287607.1877932325,6648.988468202493,266245.9140532356,11383.56210147044,2521.4791798351525,803.8369267949291,3.4070636939250183,0.0,287607.1877932325,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_027_df5d670513fa,1600960620.0,287618.0726853387,6649.133542443176,266256.9735137307,11384.079166160054,2521.577644309,803.85020863846,2.458610057259475,0.0,287618.0726853387,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_027_df5d670513fa,301721597.0,110369.7975126935,8637.738696523342,92363.89422722132,3668.268085107045,3383.212045355501,1353.2036044121724,963.4808540740372,0.0,110369.79751269342,8.731149137020111e-11,7.910813767703028e-16,True,1e-06,PASS
Model-guided constrained SAC,test_027_df5d670513fa,554911178.0,113161.1788595283,8598.39943483238,95155.70481572144,3771.108430892045,3355.9731179126456,1346.191450345968,933.8016098238284,0.0,113161.1788595283,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_027_df5d670513fa,1600960620.0,111887.10029165444,8590.210824022004,93971.19287584424,3726.748672292766,3352.3146039387875,1343.4294003261753,903.2039152304808,0.0,111887.10029165445,1.4551915228366852e-11,1.3005891823485094e-16,True,1e-06,PASS
Passive,test_028_e9fb02365dd3,,272222.9565026993,6012.674035428688,252537.40892142404,10797.691811497749,2134.3668471230926,740.8148872256505,0.0,0.0,272222.9565026992,1.1641532182693481e-10,4.2764696748042433e-16,True,1e-06,PASS
Reactive,test_028_e9fb02365dd3,,93011.8994979743,7340.7732761721745,78330.16506871216,3141.7686121279976,2442.096919658364,1197.9506755236955,559.1449457799021,0.0,93011.89949797429,1.4551915228366852e-11,1.5645218845018617e-16,True,1e-06,PASS
Projected stochastic MPC,test_028_e9fb02365dd3,,101317.11800118124,8605.263606620225,84542.70142759717,3414.97199929214,3459.1490477549896,1295.0319199166686,0.0,0.0,101317.11800118121,2.9103830456733704e-11,2.8725481962874614e-16,True,1e-06,PASS
Behaviour cloning,test_028_e9fb02365dd3,1409200687.0,106318.87402735202,7854.417259583943,89561.37696686931,3574.6706729388934,2897.70005505416,1221.6156528783229,1209.093420027402,0.0,106318.87402735204,1.4551915228366852e-11,1.3687047912700023e-16,True,1e-06,PASS
Behaviour cloning,test_028_e9fb02365dd3,3018804584.0,109236.26641677924,7830.607028657624,92447.14636731782,3682.6597258141137,2884.605667557087,1216.4737365639105,1174.7738908686963,0.0,109236.26641677927,2.9103830456733704e-11,2.66430109810703e-16,True,1e-06,PASS
Behaviour cloning,test_028_e9fb02365dd3,959653586.0,108030.86478406118,7815.746013768321,91340.51310768707,3640.920577078348,2876.3170033581077,1214.057183005395,1143.3108991639162,0.0,108030.86478406117,1.4551915228366852e-11,1.3470146015635557e-16,True,1e-06,PASS
PPO,test_028_e9fb02365dd3,1694234878.0,184150.56705255312,6854.7420658034525,166107.7606557811,6702.121073920135,2422.493961332882,968.8705599893796,1094.578735726194,0.0,184150.56705255315,2.9103830456733704e-11,1.5804366460858096e-16,True,1e-06,PASS
PPO,test_028_e9fb02365dd3,1635820214.0,142364.22759799028,7427.300404747464,125035.4755026396,4987.784073649765,2700.574324299965,1104.4413778276717,1108.651914825923,0.0,142364.22759799036,8.731149137020111e-11,6.132965622287664e-16,True,1e-06,PASS
PPO,test_028_e9fb02365dd3,456241246.0,168249.57426670546,7166.59500179147,150473.68268063408,6042.949111183691,2584.020860875097,1032.0650674871022,950.2615447341128,0.0,168249.57426670555,8.731149137020111e-11,5.189403405669063e-16,True,1e-06,PASS
Vanilla SAC,test_028_e9fb02365dd3,3760190062.0,272161.9765259676,6013.325319055938,252474.951129652,10794.570493196185,2134.4748630382287,740.8335762062957,3.8211448187818218,0.0,272161.9765259674,1.7462298274040222e-10,6.4161417759156025e-16,True,1e-06,PASS
Vanilla SAC,test_028_e9fb02365dd3,3890281123.0,272183.548015447,6013.176701331103,252496.58719102544,10795.641212483428,2134.448968747165,740.8331132485887,2.860828611319328,0.0,272183.548015447,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_028_e9fb02365dd3,4226533458.0,272162.6131627122,6013.079985358409,252474.9359445049,10794.59725535926,2134.320920140712,740.8235695908734,4.855487758034061,0.0,272162.6131627122,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_028_e9fb02365dd3,301721597.0,272188.84123862,6013.822403571172,252499.29221199948,10795.73066615938,2134.8002884961616,740.8637201845697,4.331948209349828,0.0,272188.84123862005,5.820766091346741e-11,2.1385028368021323e-16,True,1e-06,PASS
Constrained SAC,test_028_e9fb02365dd3,554911178.0,272183.4728160417,6013.396471345013,252495.22419322413,10795.538092868188,2134.550930147455,740.849817951533,3.913310505404544,0.0,272183.4728160417,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_028_e9fb02365dd3,1600960620.0,272197.33319091634,6013.583840486714,252509.2032878225,10796.192064480749,2134.63613912072,740.8658071012014,2.852051904387136,0.0,272197.3331909163,5.820766091346741e-11,2.1384361202628378e-16,True,1e-06,PASS
Model-guided constrained SAC,test_028_e9fb02365dd3,301721597.0,107124.46634485174,7938.4554139723,90407.98183325722,3604.211230648658,2963.0666960802937,1242.4442247916943,968.3069461015476,0.0,107124.46634485171,2.9103830456733704e-11,2.7168238451749724e-16,True,1e-06,PASS
Model-guided constrained SAC,test_028_e9fb02365dd3,554911178.0,109969.57044940576,7899.333305629614,93250.96905522211,3709.390396466761,2937.9344904890936,1235.0775822751152,936.8656193230696,0.0,109969.57044940576,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_028_e9fb02365dd3,1600960620.0,108729.62284116448,7892.467815207171,92095.8282720384,3666.3723424049695,2934.202869458984,1233.0495334840616,907.7020085709444,0.0,108729.62284116453,4.3655745685100555e-11,4.015073771466511e-16,True,1e-06,PASS
Passive,test_029_b44f60718c5a,,275102.33175393136,6197.967839475593,254993.62462209712,10902.71176203912,2255.004463681701,753.0230666378533,0.0,0.0,275102.3317539314,5.820766091346741e-11,2.115854872707221e-16,True,1e-06,PASS
Reactive,test_029_b44f60718c5a,,99367.6433739332,7509.731018296838,84183.15376648834,3395.9557824294966,2510.925744322661,1223.1511486043933,544.7259137915073,0.0,99367.64337393323,2.9103830456733704e-11,2.92890416523337e-16,True,1e-06,PASS
Projected stochastic MPC,test_029_b44f60718c5a,,106650.42883469096,8777.672661094706,89416.87744560586,3629.254496292933,3530.2656109909744,1296.3586207064543,0.0,0.0,106650.42883469093,2.9103830456733704e-11,2.728899524805932e-16,True,1e-06,PASS
Behaviour cloning,test_029_b44f60718c5a,1409200687.0,112686.71686114818,7988.925218133609,95479.71649813234,3832.695910048457,2957.52840339788,1217.593412897224,1210.2574185385868,0.0,112686.7168611481,7.275957614183426e-11,6.456801490763825e-16,True,1e-06,PASS
Behaviour cloning,test_029_b44f60718c5a,3018804584.0,115766.23145006446,7968.653841382584,98515.69998678716,3945.5757590490143,2948.245024664503,1213.1825932007043,1174.874244980455,0.0,115766.23145006443,2.9103830456733704e-11,2.514017264981765e-16,True,1e-06,PASS
Behaviour cloning,test_029_b44f60718c5a,959653586.0,114569.96690816876,7953.750772202616,97409.6656576702,3905.306289292554,2947.1823497279765,1209.8667071121515,1144.1951321632762,0.0,114569.96690816876,0.0,0.0,True,1e-06,PASS
PPO,test_029_b44f60718c5a,1694234878.0,189000.97548983537,6972.529763816807,170575.09932480336,6894.458047004738,2495.188979689691,968.554451323546,1095.1449231972488,0.0,189000.9754898354,2.9103830456733704e-11,1.5398772615487866e-16,True,1e-06,PASS
PPO,test_029_b44f60718c5a,1635820214.0,149868.91163596336,7528.2684313235795,132075.66546123405,5300.294454714134,2758.78392908976,1096.026695764226,1109.872663837653,0.0,149868.9116359634,2.9103830456733704e-11,1.94195247960617e-16,True,1e-06,PASS
PPO,test_029_b44f60718c5a,456241246.0,174129.99090965625,7267.495155425936,155961.46926282014,6286.932140063095,2635.5770583447425,1027.8172051166782,950.7000878857812,0.0,174129.99090965636,1.1641532182693481e-10,6.685541141923938e-16,True,1e-06,PASS
Vanilla SAC,test_029_b44f60718c5a,3760190062.0,275009.92430613446,6197.988262112831,254902.1987552949,10898.365248846569,2254.936463362751,752.961235782702,3.4743407347288238,0.0,275009.9243061345,5.820766091346741e-11,2.1165658315905732e-16,True,1e-06,PASS
Vanilla SAC,test_029_b44f60718c5a,3890281123.0,275039.6604341472,6197.99672377761,254931.3994279331,10899.75606621307,2254.915100224531,752.9818129001883,2.6113030986830976,0.0,275039.66043414717,5.820766091346741e-11,2.1163369974201983e-16,True,1e-06,PASS
Vanilla SAC,test_029_b44f60718c5a,4226533458.0,275012.8451810629,6197.744352127063,254904.41398108823,10898.484537897586,2254.7726165737795,752.9583148719844,4.471378504140092,0.0,275012.8451810628,5.820766091346741e-11,2.1165433518257908e-16,True,1e-06,PASS
Constrained SAC,test_029_b44f60718c5a,301721597.0,275034.6458969125,6198.499208580859,254924.54161328613,10899.445426436598,2255.1794511544003,752.9890184187016,3.991179035745673,0.0,275034.64589691244,5.820766091346741e-11,2.1163755832886813e-16,True,1e-06,PASS
Constrained SAC,test_029_b44f60718c5a,554911178.0,275035.3568684035,6198.120534410192,254926.2194900081,10899.491411302792,2254.9424805903377,752.9889772159913,3.593974876194548,0.0,275035.3568684037,1.7462298274040222e-10,6.349110337255813e-16,True,1e-06,PASS
Constrained SAC,test_029_b44f60718c5a,1600960620.0,275048.09629070736,6198.294635651871,254939.05730678845,10900.099143463192,2255.0481297577703,753.0021117051355,2.594963341012303,0.0,275048.0962907074,5.820766091346741e-11,2.1162720883530792e-16,True,1e-06,PASS
Model-guided constrained SAC,test_029_b44f60718c5a,301721597.0,113022.39931431237,8028.178047406281,95895.81785583036,3847.361294808869,2995.3070056557103,1225.4441498248727,1030.2909607863096,0.0,113022.39931431241,4.3655745685100555e-11,3.862574671034461e-16,True,1e-06,PASS
Model-guided constrained SAC,test_029_b44f60718c5a,554911178.0,116016.5629588422,7997.762669819188,98865.12286029191,3956.731555214783,2981.539976837825,1219.2533914794358,996.1525051990266,0.0,116016.56295884217,2.9103830456733704e-11,2.508592714219479e-16,True,1e-06,PASS
Model-guided constrained SAC,test_029_b44f60718c5a,1600960620.0,114783.68184102129,7985.220071471703,97718.3064562089,3915.2393229389504,2981.5350086471058,1215.8393894547144,967.5415922999256,0.0,114783.6818410213,1.4551915228366852e-11,1.2677686405391382e-16,True,1e-06,PASS
Passive,test_030_038f4c53d11f,,283299.8882067631,6466.343138284243,262440.4138634111,11221.112796800806,2390.289150919824,781.7292573471357,0.0,0.0,283299.8882067631,0.0,0.0,True,1e-06,PASS
Reactive,test_030_038f4c53d11f,,94591.96457615658,7768.890323376972,79047.3966231506,3160.073306966161,2729.358891401628,1276.0367945949586,610.2086366662397,0.0,94591.96457615656,1.4551915228366852e-11,1.5383880960259595e-16,True,1e-06,PASS
Projected stochastic MPC,test_030_038f4c53d11f,,102974.86182217451,9149.985644494547,85174.97711777808,3425.533673627448,3843.145703735877,1381.2196825386218,0.0,0.0,102974.86182217457,5.820766091346741e-11,5.652608790481817e-16,True,1e-06,PASS
Behaviour cloning,test_030_038f4c53d11f,1409200687.0,107999.13965635897,8383.348876782484,90270.31594403928,3592.667108088272,3242.1217331176263,1306.2853218720418,1204.4006724592873,0.0,107999.139656359,2.9103830456733704e-11,2.694820583695277e-16,True,1e-06,PASS
Behaviour cloning,test_030_038f4c53d11f,3018804584.0,110818.94756539945,8371.79691637336,93038.23200291384,3695.9330033434576,3237.6726227591016,1302.5178371916782,1172.7951828179696,0.0,110818.9475653994,4.3655745685100555e-11,3.9393755891191133e-16,True,1e-06,PASS
Behaviour cloning,test_030_038f4c53d11f,959653586.0,109575.17803257788,8356.664281204072,91898.75067801822,3653.040638498382,3226.988382815304,1299.7046299288447,1140.029422113078,0.0,109575.1780325779,1.4551915228366852e-11,1.328030261017729e-16,True,1e-06,PASS
PPO,test_030_038f4c53d11f,1694234878.0,189154.4015745657,7360.707986243298,170090.7210080994,6846.82371208654,2730.5190331886843,1039.26064698849,1086.3691879593591,0.0,189154.40157456577,5.820766091346741e-11,3.0772564861791823e-16,True,1e-06,PASS
PPO,test_030_038f4c53d11f,1635820214.0,145132.3432503141,7945.124251699093,126830.69305176826,5048.228379565541,3021.863772987078,1183.3011128860417,1103.1326814080935,0.0,145132.34325031412,2.9103830456733704e-11,2.00533043186228e-16,True,1e-06,PASS
PPO,test_030_038f4c53d11f,456241246.0,171841.5033149515,7680.129715958918,153084.06730181305,6132.9886826581605,2904.4697652337723,1107.291526696287,932.5563225913164,0.0,171841.50331495152,2.9103830456733704e-11,1.693643845945187e-16,True,1e-06,PASS
Vanilla SAC,test_030_038f4c53d11f,3760190062.0,283244.3541218185,6467.066709169152,262383.1469873321,11218.306039113882,2390.5948269191467,781.7481006999221,3.4914585841662364,0.0,283244.3541218183,1.7462298274040222e-10,6.165100211151954e-16,True,1e-06,PASS
Vanilla SAC,test_030_038f4c53d11f,3890281123.0,283264.17490674625,6466.887376972367,262403.140310491,11219.2779416066,2390.5110149275124,781.7474446451204,2.610818103609328,0.0,283264.1749067462,5.820766091346741e-11,2.0548896072943224e-16,True,1e-06,PASS
Vanilla SAC,test_030_038f4c53d11f,4226533458.0,283246.008514502,6466.8432958146095,262384.10355862684,11218.368611449756,2390.484633179158,781.7405461029527,4.467869328690951,0.0,283246.00851450197,5.820766091346741e-11,2.0550214006100357e-16,True,1e-06,PASS
Constrained SAC,test_030_038f4c53d11f,301721597.0,283276.9931490804,6467.766376630351,262412.66301192326,11219.661680163155,2391.0703794648907,781.8002844963528,4.031416402575081,0.0,283276.99314908055,1.7462298274040222e-10,6.164389871524204e-16,True,1e-06,PASS
Constrained SAC,test_030_038f4c53d11f,554911178.0,283266.88499781163,6467.204285711178,262404.3165209609,11219.29249449981,2390.709342205872,781.7714575111627,3.59089692274211,0.0,283266.8849978117,5.820766091346741e-11,2.0548699476084926e-16,True,1e-06,PASS
Constrained SAC,test_030_038f4c53d11f,1600960620.0,283278.24504000734,6467.340921219176,262415.90269989154,11219.83234686487,2390.7791169743878,781.7850071626423,2.604947894690311,0.0,283278.2450400073,5.820766091346741e-11,2.0547875430831884e-16,True,1e-06,PASS
Model-guided constrained SAC,test_030_038f4c53d11f,301721597.0,108556.14926997156,8425.875855622155,90953.21810197462,3616.225493483105,3275.8383079948644,1320.5055625285504,964.4859483682932,0.0,108556.14926997159,2.9103830456733704e-11,2.68099326039601e-16,True,1e-06,PASS
Model-guided constrained SAC,test_030_038f4c53d11f,554911178.0,111328.78573945204,8388.084532361583,93724.97555355848,3718.2715763799615,3249.374502686585,1313.663552147789,934.4160223176762,0.0,111328.78573945207,2.9103830456733704e-11,2.614223290357874e-16,True,1e-06,PASS
Model-guided constrained SAC,test_030_038f4c53d11f,1600960620.0,109993.14693913847,8378.814825860463,92482.89194252658,3671.9529769785536,3244.20542945486,1311.095264572733,904.1864997452616,0.0,109993.14693913846,1.4551915228366852e-11,1.322983807020153e-16,True,1e-06,PASS
Passive,test_031_0a6ff70351b5,,273985.5104270849,6256.051608422419,253853.3798611443,10853.958524500184,2267.387321130152,754.7331118879099,0.0,0.0,273985.510427085,5.820766091346741e-11,2.1244795326122936e-16,True,1e-06,PASS
Reactive,test_031_0a6ff70351b5,,98010.82436187047,7567.415142420264,82765.12067159948,3334.7401914487577,2548.937453869751,1229.1566620450585,565.4542404871394,0.0,98010.82436187044,2.9103830456733704e-11,2.969450634276685e-16,True,1e-06,PASS
Projected stochastic MPC,test_031_0a6ff70351b5,,105990.03948390174,8877.531290526753,88592.9074153264,3592.072430885121,3621.388797528961,1306.1395496344865,0.0,0.0,105990.03948390171,2.9103830456733704e-11,2.7459024072874443e-16,True,1e-06,PASS
Behaviour cloning,test_031_0a6ff70351b5,1409200687.0,112045.62233874244,8081.478678947757,94738.38553050696,3800.105712145142,2989.046013655747,1227.5621426125356,1209.0442608743235,0.0,112045.62233874245,1.4551915228366852e-11,1.298749109927089e-16,True,1e-06,PASS
