policy,path_id,training_seed,total_operational_objective,loss_queue,loss_waiting,loss_exit,loss_overflow,loss_route_resource,loss_action,terminal_correction,recalculated_component_sum,absolute_reconciliation_error,relative_reconciliation_error,route_resource_cost_present,tolerance,status
Projected stochastic MPC,test_006_daba4b1e9814,,107237.44572612716,9266.803164813224,89076.83808944302,3590.079743162438,3913.70082019304,1390.0239085154128,0.0,0.0,107237.44572612715,1.4551915228366852e-11,1.3569807756826725e-16,True,1e-06,PASS
Behaviour cloning,test_006_daba4b1e9814,1409200687.0,111771.126470753,8497.44456355676,93717.58167491193,3737.133079375256,3297.1999106381763,1317.2907344516136,1204.476507819243,0.0,111771.12647075296,4.3655745685100555e-11,3.905816024545829e-16,True,1e-06,PASS
Behaviour cloning,test_006_daba4b1e9814,3018804584.0,114744.14941874068,8487.861800589297,96628.7019062172,3846.460215860098,3296.124550758734,1312.9060092670372,1172.0949360482462,0.0,114744.14941874062,5.820766091346741e-11,5.07282168270277e-16,True,1e-06,PASS
Behaviour cloning,test_006_daba4b1e9814,959653586.0,113432.12746679028,8470.366957387734,95429.2542668146,3800.390092081312,3281.681945387168,1310.7240740338978,1139.710131085512,0.0,113432.12746679023,4.3655745685100555e-11,3.8486226662619657e-16,True,1e-06,PASS
PPO,test_006_daba4b1e9814,1694234878.0,193843.13999237903,7462.749388466322,174440.69765695167,7029.938916927806,2776.1178325743226,1047.5554574094049,1086.0807400495053,0.0,193843.13999237906,2.9103830456733704e-11,1.5014114225490738e-16,True,1e-06,PASS
PPO,test_006_daba4b1e9814,1635820214.0,150163.28955754507,8056.639223912196,131486.6107981766,5244.752911204772,3081.498626294806,1191.090822617422,1102.6971753392638,0.0,150163.2895575451,2.9103830456733704e-11,1.9381455043032094e-16,True,1e-06,PASS
PPO,test_006_daba4b1e9814,456241246.0,176899.81078097178,7784.383418913039,157781.28917020527,6330.980485502678,2956.706133037151,1114.8373509252954,931.6142223883512,0.0,176899.8107809718,2.9103830456733704e-11,1.6452154656495686e-16,True,1e-06,PASS
Vanilla SAC,test_006_daba4b1e9814,3760190062.0,285712.7818124685,6576.725841841433,264596.02443569206,11312.928280675173,2430.2237108735944,793.4202398072413,3.459303579082524,0.0,285712.7818124685,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_006_daba4b1e9814,3890281123.0,285732.03825083806,6576.504007903298,264615.5980109096,11313.88032237148,2430.0530206936087,793.4167925933483,2.5860963667157666,0.0,285732.03825083806,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_006_daba4b1e9814,4226533458.0,285714.1222779559,6576.48907835185,264596.7461640863,11312.980284445044,2430.068837210168,793.4115678813132,4.426345981284833,0.0,285714.122277956,1.1641532182693481e-10,4.0745385946894366e-16,True,1e-06,PASS
Constrained SAC,test_006_daba4b1e9814,301721597.0,285744.9251739008,6577.401025898167,264625.1009271961,11314.263973306442,2430.697721928939,793.4703513081691,3.99117426296775,0.0,285744.9251739008,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_006_daba4b1e9814,554911178.0,285735.56529300456,6576.846501230993,264617.5009473323,11313.926831160725,2430.2876072836507,793.4434923222701,3.5599136744809154,0.0,285735.56529300445,1.1641532182693481e-10,4.074232821089595e-16,True,1e-06,PASS
Constrained SAC,test_006_daba4b1e9814,1600960620.0,285746.12373134866,6576.963375176837,264628.3413642218,11314.433790233734,2430.348858102885,793.4547499672949,2.5815936460411124,0.0,285746.1237313486,5.820766091346741e-11,2.0370411382445485e-16,True,1e-06,PASS
Model-guided constrained SAC,test_006_daba4b1e9814,301721597.0,112319.95751251286,8541.333829886556,94387.69616886352,3760.2820455125743,3335.9134827594844,1330.3544170373757,964.3775684533728,0.0,112319.95751251289,2.9103830456733704e-11,2.5911539766645147e-16,True,1e-06,PASS
Model-guided constrained SAC,test_006_daba4b1e9814,554911178.0,115211.43834164955,8503.26739626411,97274.0028001319,3866.970275643852,3310.0220990537377,1322.940899958444,934.2348705975182,0.0,115211.43834164955,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_006_daba4b1e9814,1600960620.0,113807.18156594264,8493.877258902869,95966.40849540994,3817.673013935879,3304.3004890143484,1320.7458245100463,904.1764841695724,0.0,113807.18156594265,1.4551915228366852e-11,1.2786464815434446e-16,True,1e-06,PASS
Passive,test_007_925513ee8ec6,,315013.05283472926,7834.193674409985,290461.0489645208,12419.18632257352,3374.746150416697,923.8777228083444,0.0,0.0,315013.0528347293,5.820766091346741e-11,1.8477856834715322e-16,True,1e-06,PASS
Reactive,test_007_925513ee8ec6,,99441.92504168922,9050.444303541595,81399.8325279937,3223.7303734250886,3553.020464038958,1504.7023955784225,710.1949771114984,0.0,99441.92504168926,4.3655745685100555e-11,4.390074474805137e-16,True,1e-06,PASS
Projected stochastic MPC,test_007_925513ee8ec6,,110620.0072287104,10739.731362713135,89741.93333818874,3576.519916778505,4939.113168412634,1622.709442617316,0.0,0.0,110620.00722871032,7.275957614183426e-11,6.577433681721021e-16,True,1e-06,PASS
Behaviour cloning,test_007_925513ee8ec6,1409200687.0,113778.8509196006,9923.783004458242,93168.71488196804,3675.5965472204334,4257.494208339623,1559.1138791367348,1194.148398477511,0.0,113778.85091960058,2.9103830456733704e-11,2.5579297225720184e-16,True,1e-06,PASS
Behaviour cloning,test_007_925513ee8ec6,3018804584.0,116506.58029655278,9908.07066726371,95853.0182456909,3774.2330287862856,4250.104277633738,1555.3900134543258,1165.7640637238196,0.0,116506.58029655278,0.0,0.0,True,1e-06,PASS
Behaviour cloning,test_007_925513ee8ec6,959653586.0,115361.90243725343,9903.31741335682,94794.33641016152,3734.2203115142943,4247.164702218308,1552.7352649119127,1130.1283350905742,0.0,115361.90243725342,1.4551915228366852e-11,1.2614142902403845e-16,True,1e-06,PASS
PPO,test_007_925513ee8ec6,1694234878.0,204334.47044903907,8824.035677377216,182173.15637499615,7295.564364325277,3717.8318448211735,1256.7920204495904,1067.0901670696917,0.0,204334.4704490391,2.9103830456733704e-11,1.4243230910954982e-16,True,1e-06,PASS
PPO,test_007_925513ee8ec6,1635820214.0,152518.80017428138,9492.558795463074,131282.71057156124,5175.687622466238,4047.409473926177,1429.3091858854975,1091.1245249791405,0.0,152518.80017428138,0.0,0.0,True,1e-06,PASS
PPO,test_007_925513ee8ec6,456241246.0,183723.52808357656,9189.04583887526,161943.41524432486,6443.989874575631,3917.020397724347,1337.5957748007406,892.4609532756191,0.0,183723.52808357647,8.731149137020111e-11,4.752330432631512e-16,True,1e-06,PASS
Vanilla SAC,test_007_925513ee8ec6,3760190062.0,314974.71968169016,7835.110526062701,290420.0286028653,12417.20919713224,3375.6443251193623,923.9060416789232,2.820988831594219,0.0,314974.71968169016,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_007_925513ee8ec6,3890281123.0,314988.68418560066,7834.849243289985,290434.5266824827,12417.904162912577,3375.379702622384,923.9007752958884,2.1236189971901305,0.0,314988.68418560066,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_007_925513ee8ec6,4226533458.0,314976.84091531474,7834.984345589411,290421.45142082655,12417.283644994532,3375.530930476139,923.9007430715684,3.6898303564821,0.0,314976.84091531474,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_007_925513ee8ec6,301721597.0,314997.98872185434,7835.767511820146,290440.46099186724,12418.139038838464,3376.26547837934,923.9506975225908,3.4050034263906586,0.0,314997.9887218541,2.3283064365386963e-10,7.391496199661798e-16,True,1e-06,PASS
Constrained SAC,test_007_925513ee8ec6,554911178.0,314991.64117155306,7835.21800884275,290435.8832822609,12417.939638743495,3375.716971028612,923.9261978137514,2.957072863595336,0.0,314991.64117155306,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_007_925513ee8ec6,1600960620.0,314999.09593106067,7835.3208109827265,290443.59662961925,12418.296501444484,3375.820484758776,923.9360875776032,2.125416677870197,0.0,314999.09593106067,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_007_925513ee8ec6,301721597.0,114483.08924396732,9946.547540508218,94041.83771180082,3704.8286905351497,4262.329825432184,1572.8667538144607,954.678721876448,0.0,114483.08924396729,2.9103830456733704e-11,2.542194716174409e-16,True,1e-06,PASS
Model-guided constrained SAC,test_007_925513ee8ec6,554911178.0,117089.00177603596,9906.753924330866,96654.18001387232,3798.8036303018457,4234.420936655305,1566.2753709700407,928.5678999055948,0.0,117089.00177603598,1.4551915228366852e-11,1.24280803556608e-16,True,1e-06,PASS
Model-guided constrained SAC,test_007_925513ee8ec6,1600960620.0,115881.46194270498,9900.356693368973,95535.47828826743,3757.193741424095,4229.738111101514,1563.557652034982,895.1374565078931,0.0,115881.46194270489,8.731149137020111e-11,7.534552110964077e-16,True,1e-06,PASS
Passive,test_008_fabe46a0ea00,,272079.6277691493,5993.370886101989,252390.3769873946,10791.405182254932,2168.7048531241594,735.7698602735558,0.0,0.0,272079.62776914926,5.820766091346741e-11,2.1393612373968223e-16,True,1e-06,PASS
Reactive,test_008_fabe46a0ea00,,92783.24764121397,7297.333271667622,78183.58943171643,3136.4437913472007,2390.672263019902,1221.0220771995223,554.1868062632799,0.0,92783.24764121398,1.4551915228366852e-11,1.5683774386339702e-16,True,1e-06,PASS
Projected stochastic MPC,test_008_fabe46a0ea00,,100425.61169121588,8595.370821088947,83722.91408338893,3382.2496171018624,3430.982592083636,1294.094577552458,0.0,0.0,100425.61169121582,5.820766091346741e-11,5.796097223927467e-16,True,1e-06,PASS
Behaviour cloning,test_008_fabe46a0ea00,1409200687.0,105804.69518076244,7820.468252113656,89142.68507173411,3558.042032266078,2853.8811850533084,1219.7307386588857,1209.8879009363854,0.0,105804.69518076243,1.4551915228366852e-11,1.3753562829613163e-16,True,1e-06,PASS
Behaviour cloning,test_008_fabe46a0ea00,3018804584.0,108823.2966062088,7805.717744353027,92107.33578861524,3669.7718076413694,2850.078473105422,1215.4949168611508,1174.8978756326055,0.0,108823.29660620881,1.4551915228366852e-11,1.3372058816619794e-16,True,1e-06,PASS
Behaviour cloning,test_008_fabe46a0ea00,959653586.0,107555.22140646137,7787.205482321704,90942.9361997261,3625.245789923521,2843.0328461357985,1212.7724378654527,1144.0286504887854,0.0,107555.22140646137,0.0,0.0,True,1e-06,PASS
PPO,test_008_fabe46a0ea00,1694234878.0,183040.66341348176,6820.0603232575695,165077.67622597647,6666.727360309482,2413.1059140318007,968.2158448208702,1094.8777450855798,0.0,183040.66341348176,0.0,0.0,True,1e-06,PASS
PPO,test_008_fabe46a0ea00,1635820214.0,143325.9333291293,7369.163326803701,126041.5169449019,5043.08758186908,2664.9727172804314,1097.531843304062,1109.6609149701706,0.0,143325.93332912936,5.820766091346741e-11,4.061209270467551e-16,True,1e-06,PASS
PPO,test_008_fabe46a0ea00,456241246.0,167759.54967179196,7117.014420070183,150074.21575665343,6036.790879285335,2551.8198202783483,1028.302748293591,951.40604721105,0.0,167759.54967179196,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_008_fabe46a0ea00,3760190062.0,271989.74458064896,5993.258575419714,252301.55620013943,10787.15018691054,2168.351752306627,735.7260350130907,3.701830859512984,0.0,271989.74458064896,0.0,0.0,True,1e-06,PASS
Vanilla SAC,test_008_fabe46a0ea00,3890281123.0,272018.2463815854,5993.307100209255,252329.4867091519,10788.492286578274,2168.443549264201,735.739902117965,2.776834263816712,0.0,272018.2463815855,5.820766091346741e-11,2.13984398795859e-16,True,1e-06,PASS
Vanilla SAC,test_008_fabe46a0ea00,4226533458.0,271995.0756535663,5993.083695207707,252305.89116695945,10787.361767068434,2168.287241588373,735.7276893594485,4.7240933829239165,0.0,271995.07565356634,5.820766091346741e-11,2.1400262770788222e-16,True,1e-06,PASS
Constrained SAC,test_008_fabe46a0ea00,301721597.0,272014.9560150723,5993.803470822631,252324.33173873555,10788.24972986092,2168.6127678301364,735.7501093363674,4.208198486660281,0.0,272014.95601507224,5.820766091346741e-11,2.139869872090494e-16,True,1e-06,PASS
Constrained SAC,test_008_fabe46a0ea00,554911178.0,272015.2793090323,5993.471096995061,252325.46566829117,10788.275108866112,2168.5128242013093,735.7497008484486,3.804909830173136,0.0,272015.27930903225,5.820766091346741e-11,2.139867328825253e-16,True,1e-06,PASS
Constrained SAC,test_008_fabe46a0ea00,1600960620.0,272025.915393048,5993.623781210792,252336.4097560038,10788.80189699968,2168.559499329134,735.7569782931289,2.7634812113833376,0.0,272025.9153930479,1.1641532182693481e-10,4.27956732205927e-16,True,1e-06,PASS
Model-guided constrained SAC,test_008_fabe46a0ea00,301721597.0,106352.71713471226,7859.8797621782,89820.41749760733,3581.107387520741,2888.727732997691,1233.2361708794726,969.348583528836,0.0,106352.71713471226,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_008_fabe46a0ea00,554911178.0,109328.15901315025,7818.518579126578,92790.8044232481,3691.73811860913,2864.162757352505,1225.973869639404,936.9612651745016,0.0,109328.15901315023,1.4551915228366852e-11,1.3310308487510993e-16,True,1e-06,PASS
Model-guided constrained SAC,test_008_fabe46a0ea00,1600960620.0,107993.53043799724,7812.9192426952095,91540.25659152555,3644.406331988947,2863.343505508405,1224.212584082794,908.392182196338,0.0,107993.53043799727,2.9103830456733704e-11,2.694960553534566e-16,True,1e-06,PASS
Passive,test_009_c8ef87e47101,,277892.9698082227,6421.542734076155,257305.04115686315,11001.540587725243,2397.383768675245,767.461560882992,0.0,0.0,277892.9698082228,5.820766091346741e-11,2.0946071774912915e-16,True,1e-06,PASS
Reactive,test_009_c8ef87e47101,,104626.39379416563,7702.603337056506,88852.78435163116,3593.5377129044045,2687.869411515621,1229.6668693042934,559.9321117536606,0.0,104626.39379416563,0.0,0.0,True,1e-06,PASS
Projected stochastic MPC,test_009_c8ef87e47101,,113835.76649370814,9020.829154308434,95846.68065042228,3899.919016386004,3756.8820204845065,1311.455652106937,0.0,0.0,113835.76649370816,1.4551915228366852e-11,1.2783254047989526e-16,True,1e-06,PASS
Behaviour cloning,test_009_c8ef87e47101,1409200687.0,118228.50209048508,8242.91272735585,100357.59225497418,4039.214824902737,3143.308934567387,1237.0348076020553,1208.4385410828086,0.0,118228.50209048504,4.3655745685100555e-11,3.6924891133010412e-16,True,1e-06,PASS
Behaviour cloning,test_009_c8ef87e47101,3018804584.0,121208.31221206374,8229.329976159912,103283.81777004644,4149.402766694624,3137.6822753450824,1232.989849995343,1175.0895738224035,0.0,121208.3122120638,5.820766091346741e-11,4.802282933502811e-16,True,1e-06,PASS
Behaviour cloning,test_009_c8ef87e47101,959653586.0,119949.4384786435,8212.71999085737,102129.3422597828,4105.473730976704,3129.182640300173,1229.844943837342,1142.8749128891002,0.0,119949.4384786435,0.0,0.0,True,1e-06,PASS
PPO,test_009_c8ef87e47101,1694234878.0,196148.78430106904,7216.789071435057,177019.5224786139,7174.711324241547,2664.485019844894,981.7040048645168,1091.5724020691716,0.0,196148.78430106907,2.9103830456733704e-11,1.483762979232244e-16,True,1e-06,PASS
PPO,test_009_c8ef87e47101,1635820214.0,155222.5872138743,7794.594080045373,136774.71611019343,5493.395801684143,2936.9414594146856,1115.1821823044563,1107.7575802321471,0.0,155222.58721387424,5.820766091346741e-11,3.749947862501845e-16,True,1e-06,PASS
PPO,test_009_c8ef87e47101,456241246.0,181034.85449638477,7524.375621069109,162159.05777281235,6549.384153414927,2813.9407189453755,1042.5442025952136,945.5520275477166,0.0,181034.85449638468,8.731149137020111e-11,4.822910572281246e-16,True,1e-06,PASS
Vanilla SAC,test_009_c8ef87e47101,3760190062.0,277834.0435079223,6422.286823947633,257244.4962643933,10998.553840455324,2397.6761542449053,767.4823439112319,3.548080969964923,0.0,277834.0435079224,5.820766091346741e-11,2.095051426331332e-16,True,1e-06,PASS
Vanilla SAC,test_009_c8ef87e47101,3890281123.0,277853.67947977025,6422.075861701771,257264.38271906215,10999.532962610856,2397.544811365691,767.4784439378014,2.664681091926412,0.0,277853.67947977013,1.1641532182693481e-10,4.1898067373050817e-16,True,1e-06,PASS
Vanilla SAC,test_009_c8ef87e47101,4226533458.0,277830.79182288505,6421.922519977275,257240.94054154973,10998.424096148725,2397.4749932814207,767.4632576827904,4.566414245078653,0.0,277830.79182288505,0.0,0.0,True,1e-06,PASS
Constrained SAC,test_009_c8ef87e47101,301721597.0,277867.199457016,6423.002098673235,257274.56765753467,10999.945772684709,2398.0413559306653,767.5329646123234,4.109607580360039,0.0,277867.19945701596,5.820766091346741e-11,2.0948014385005416e-16,True,1e-06,PASS
Constrained SAC,test_009_c8ef87e47101,554911178.0,277854.85817020736,6422.323955864622,257264.2226971141,10999.486149651164,2397.645774004412,767.498912870872,3.680680702005222,0.0,277854.85817020724,1.1641532182693481e-10,4.189788963690587e-16,True,1e-06,PASS
Constrained SAC,test_009_c8ef87e47101,1600960620.0,277869.1344554046,6422.5470797057815,257278.52662106036,11000.150113488073,2397.73719771711,767.5170782372827,2.65636519602807,0.0,277869.13445540465,5.820766091346741e-11,2.0947868509234945e-16,True,1e-06,PASS
Model-guided constrained SAC,test_009_c8ef87e47101,301721597.0,118756.9684842583,8285.943943636848,101010.0845947061,4061.558277137793,3179.7280244138706,1251.2841963193923,968.369448044298,0.0,118756.9684842583,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_009_c8ef87e47101,554911178.0,121668.98322916547,8247.78553821743,103916.34133413836,4169.374000829988,3154.6502044153376,1244.238966597175,936.5931849671916,0.0,121668.98322916547,0.0,0.0,True,1e-06,PASS
Model-guided constrained SAC,test_009_c8ef87e47101,1600960620.0,120352.94657430596,8237.238166180634,102694.10719455947,4123.5478769364,3149.7404445542284,1241.3888990986752,906.9239929765092,0.0,120352.94657430591,4.3655745685100555e-11,3.6273100848550874e-16,True,1e-06,PASS
