metric,source_column,chi,policy,reference_policy,physical_paths,mean_paired_difference,standard_error,paired_lower,paired_upper,unadjusted_p_value,simultaneous_lower,simultaneous_upper,holm_adjusted_p_value,multiplicity_family_size,seed_aggregated_within_path_first,inference_unit
route_resource_loss,loss_route_resource,0.25,Model-guided constrained SAC,Reactive,88,-82.58501709603674,2.5008333478217897,-87.55569416904144,-77.61434002303203,5.360469697880295e-51,-90.845590141754,-74.32444405031947,8.040704546820443e-50,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Passive,Reactive,88,-538.1071598382952,4.581811069449816,-547.2140054646101,-529.0003142119803,1.2800306952263757e-97,-553.2414689892155,-522.9728506873748,4.480107433292315e-96,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Projected stochastic MPC,Reactive,88,94.85484617603089,1.7083050496570582,91.45940491185209,98.25028744020969,1.0214717039808433e-69,89.2120956667453,100.49759668531648,2.553679259952108e-68,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Behaviour cloning,Reactive,88,-26.37912107027673,1.7425549157816105,-29.842637652008005,-22.91560448854546,4.186373356744944e-26,-32.135003276712126,-20.623238863841337,3.349098685395955e-25,36,True,physical_path
route_resource_loss,loss_route_resource,0.375,Model-guided constrained SAC,Reactive,88,-17.344224880833444,1.7887005586395963,-20.899460924468503,-13.788988837198385,1.68436405399699e-15,-23.252532059489397,-11.435917702177491,1.010618432398194e-14,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Passive,Reactive,88,-497.6091120451451,3.9301627069512124,-505.4207359894738,-489.79748810081634,1.920220693329383e-100,-510.59094314180794,-484.6272809484822,6.912794495985779e-99,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Projected stochastic MPC,Reactive,88,92.7003734432999,1.3709696110139422,89.97542289064164,95.42532399595815,5.4105449742636164e-77,88.17188511955642,97.22886176704337,1.5149525927938125e-75,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Behaviour cloning,Reactive,88,12.762788214324598,1.5285288517089628,9.724671610020032,15.800904818629164,9.602022429657742e-13,7.713861526336429,17.811714902312765,4.801011214828871e-12,36,True,physical_path
route_resource_loss,loss_route_resource,0.5,Model-guided constrained SAC,Reactive,88,23.347828810853755,1.5523466236597079,20.26237180577089,26.43328581593662,6.307470422409827e-26,18.220228969711766,28.475428651995745,4.415229295686878e-25,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Passive,Reactive,88,-441.10543218055085,4.300858804638345,-449.6538547585953,-432.5570096025064,1.5497911801981848e-92,-455.31171999496104,-426.89914436614066,5.269290012673828e-91,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Projected stochastic MPC,Reactive,88,76.08234647968042,1.1287253699045645,73.83888258681843,78.32581037254242,7.066471523614773e-77,72.3540219294772,79.81067102988365,1.9079473113759888e-75,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Behaviour cloning,Reactive,88,27.43326317364322,1.314161813617528,24.821224269548907,30.04530207773753,1.2361377527118023e-35,23.092418284984344,31.774108062302094,1.2361377527118023e-34,36,True,physical_path
route_resource_loss,loss_route_resource,0.625,Model-guided constrained SAC,Reactive,88,38.392135590636364,1.2961964653244347,35.81580476159104,40.96846641968169,3.214017810583786e-47,34.11063254976439,42.67363863150834,4.178223153758922e-46,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Passive,Reactive,88,-353.43918467738445,4.436114826975474,-362.25644324556094,-344.62192610920795,4.2816234253595305e-83,-368.0922404675025,-338.7861288872664,1.284487027607859e-81,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Projected stochastic MPC,Reactive,88,49.62620117742372,0.9794796093519806,47.67937939422809,51.57302296061934,2.3290305941027382e-66,46.39085450112883,52.861547853718605,5.589673425846572e-65,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Behaviour cloning,Reactive,88,27.625052337604686,0.9805665065954772,25.67607022844665,29.57403444676272,1.6681008485543367e-45,24.38611550042166,30.86398917478771,2.001721018265204e-44,36,True,physical_path
route_resource_loss,loss_route_resource,0.75,Model-guided constrained SAC,Reactive,88,36.8745201751685,0.9227040273405885,35.04054600897076,38.70849434136624,9.213882032860211e-58,33.82671052241287,39.92232982792413,1.7506375862434402e-56,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Passive,Reactive,88,-197.92816591079693,2.655283204107424,-203.2058287972452,-192.65050302434867,1.2920845892175966e-80,-206.6989066255671,-189.15742519602676,3.74704530873103e-79,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Projected stochastic MPC,Reactive,88,24.69682819780645,0.6261158402005043,23.45235516858983,25.94130122702307,2.709173649942387e-57,22.628687336856338,26.764969058756563,4.876512569896297e-56,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Behaviour cloning,Reactive,88,21.26744011605423,0.4851024088677585,20.303246550769867,22.231633681338597,4.259523818950753e-61,19.665084690573444,22.86979554153502,8.94500001979658e-60,36,True,physical_path
route_resource_loss,loss_route_resource,0.875,Model-guided constrained SAC,Reactive,88,26.451497175278174,0.4706881029036677,25.515953603901394,27.387040746654954,3.6899286925328843e-70,24.896754049682702,28.006240300873646,9.593814600585499e-69,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Passive,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Projected stochastic MPC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Behaviour cloning,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
route_resource_loss,loss_route_resource,1.0,Model-guided constrained SAC,Reactive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
action_loss,loss_action,0.0,Reactive,Passive,88,494.4268038087328,5.06137117000784,484.3667805550291,504.48682706243653,1.0350178851566655e-90,477.7084461869611,511.1451614305045,1.0350178851566655e-89,36,True,physical_path
action_loss,loss_action,0.0,Projected stochastic MPC,Passive,88,126.36388636363637,22.437819485987827,81.76629053248635,170.96148219478638,2.1523125499094368e-07,52.24889305068376,200.47887967658897,1.2913875299456621e-06,36,True,physical_path
action_loss,loss_action,0.0,Behaviour cloning,Passive,88,1167.7151433306367,0.1741206595996698,1167.3690596656206,1168.0612269956528,2.4868460026401806e-250,1167.1400004772977,1168.2902861839757,8.95264560950465e-249,36,True,physical_path
action_loss,loss_action,0.0,Model-guided constrained SAC,Passive,88,1023.1845588114894,2.8989987657334004,1017.4224848564012,1028.9466327665775,4.3307314719411465e-139,1013.6087943629535,1032.7603232600254,1.0393755532658752e-137,36,True,physical_path
action_loss,loss_action,0.125,Reactive,Passive,88,541.3457029205503,4.45874589763147,532.4834626489167,550.2079431921838,7.232805822165281e-99,526.6178938037383,556.0735120373622,8.679366986598337e-98,36,True,physical_path
action_loss,loss_action,0.125,Projected stochastic MPC,Passive,88,197.44357244318186,25.268174880227637,147.2203387906005,247.66680609576323,1.1802014930368602e-11,113.97955253482577,280.90759235153797,9.441611944294882e-11,36,True,physical_path
action_loss,loss_action,0.125,Behaviour cloning,Passive,88,1164.4191650913297,0.21814144375903685,1163.9855853511565,1164.8527448315028,1.043931200084366e-241,1163.6986159463659,1165.1397142362935,3.6537592002952813e-240,36,True,physical_path
action_loss,loss_action,0.125,Model-guided constrained SAC,Passive,88,995.5043205900348,2.6915453055013097,990.1545828505482,1000.8540583295214,7.388181717361209e-141,986.6138015071393,1004.3948396729303,1.9209272465139144e-139,36,True,physical_path
action_loss,loss_action,0.25,Reactive,Passive,88,561.3491309644397,4.5089300427560515,552.387144270352,570.3111176585275,8.252434218324078e-100,546.4555571848607,576.2427047440187,1.0728164483821302e-98,36,True,physical_path
action_loss,loss_action,0.25,Projected stochastic MPC,Passive,88,176.3829247159091,25.393966198443945,125.909667197489,226.8561822343292,6.481628912321836e-10,92.50339996251887,260.2624494692993,4.537140238625285e-09,36,True,physical_path
action_loss,loss_action,0.25,Behaviour cloning,Passive,88,1155.5522180612932,0.29697059876208365,1154.9619568398052,1156.142479282781,9.189462865368008e-230,1154.5712861148916,1156.5331500076948,3.124417374225123e-228,36,True,physical_path
action_loss,loss_action,0.25,Model-guided constrained SAC,Passive,88,969.0969435151405,2.810619336360465,963.5105332457961,974.683353784485,3.2974902209390965e-138,959.8131076482151,978.380779382066,7.584227508159922e-137,36,True,physical_path
action_loss,loss_action,0.375,Reactive,Passive,88,578.132476871976,4.57657819336697,569.0360321534998,587.2289215904522,2.3395597475026566e-100,563.0154525813839,593.2495011625681,3.275383646503719e-99,36,True,physical_path
action_loss,loss_action,0.375,Projected stochastic MPC,Passive,88,60.5493622159091,17.75885092069525,25.251723054429533,95.84700137738866,0.0009883340485336116,1.8896017140028718,119.20912271781532,0.004941670242668058,36,True,physical_path
action_loss,loss_action,0.375,Behaviour cloning,Passive,88,1141.4554461902705,0.4136706658889676,1140.6332309488992,1142.277661431642,8.90917996277309e-217,1140.0890389662854,1142.8218534142557,2.9400293877151193e-215,36,True,physical_path
action_loss,loss_action,0.375,Model-guided constrained SAC,Passive,88,936.9441129099043,2.8101648128305623,931.3586060552921,942.5296197645166,6.109162448943949e-137,927.6617783924484,946.2264474273603,1.3440157387676688e-135,36,True,physical_path
action_loss,loss_action,0.5,Reactive,Passive,88,599.860543202984,4.578019402881132,590.761233924542,608.959852481426,9.866942703346658e-102,584.7387584126664,614.9823279933016,1.4800414055019988e-100,36,True,physical_path
action_loss,loss_action,0.5,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
action_loss,loss_action,0.5,Behaviour cloning,Passive,88,1122.2257596835211,0.5332448103884421,1121.1658778822787,1123.2856414847636,1.5321109719628498e-206,1120.4643837360595,1123.9871356309827,4.902755110281119e-205,36,True,physical_path
action_loss,loss_action,0.5,Model-guided constrained SAC,Passive,88,900.6704954864589,2.3430532510294704,896.0134234405085,905.3275675324093,2.58723866363482e-142,892.9310903209798,908.409900651938,6.985544391814014e-141,36,True,physical_path
action_loss,loss_action,0.625,Reactive,Passive,88,625.3810838678463,4.662677068741832,616.1135083116396,634.648659424053,1.3079236406101432e-102,609.979663957767,640.7825037779256,2.092677824976229e-101,36,True,physical_path
action_loss,loss_action,0.625,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
action_loss,loss_action,0.625,Behaviour cloning,Passive,88,1100.3446342632114,0.6488744042678972,1099.0549261235774,1101.6343424028455,2.210198612428051e-198,1098.2013189484906,1102.4879495779323,6.851615698526958e-197,36,True,physical_path
action_loss,loss_action,0.625,Model-guided constrained SAC,Passive,88,860.4582993213738,2.33711934716903,855.8130215518786,865.1035770908691,1.1009742421242474e-140,852.7384946008137,868.1781040419339,2.7524356053106183e-139,36,True,physical_path
action_loss,loss_action,0.75,Reactive,Passive,88,656.3239321596636,4.7583204495919125,646.8662550276001,665.7816092917271,1.1587214415772006e-103,640.6065899053227,672.0412744140045,1.969826450681241e-102,36,True,physical_path
action_loss,loss_action,0.75,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
action_loss,loss_action,0.75,Behaviour cloning,Passive,88,1076.1620602403482,0.79036022270392,1074.5911337162634,1077.732986764433,4.3307893164337115e-190,1073.5513991350163,1078.77272134568,1.2992367949301134e-188,36,True,physical_path
action_loss,loss_action,0.75,Model-guided constrained SAC,Passive,88,811.445964241097,2.7442384951789944,805.9914930814238,816.9004354007703,2.0823691721274185e-132,802.3813927997254,820.5105356824687,4.3729752614675787e-131,36,True,physical_path
action_loss,loss_action,0.875,Reactive,Passive,88,692.6771151044832,4.8574022577330425,683.0225021500036,702.3317280589628,6.47509004211235e-105,676.6324929398818,708.7217372690845,1.165516207580223e-103,36,True,physical_path
action_loss,loss_action,0.875,Projected stochastic MPC,Passive,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36,True,physical_path
action_loss,loss_action,0.875,Behaviour cloning,Passive,88,1050.96076148137,0.9254857030895867,1049.1212584334166,1052.8002645293232,3.125354461313938e-183,1047.9037635971258,1054.017759365614,8.750992491679026e-182,36,True,physical_path
action_loss,loss_action,0.875,Model-guided constrained SAC,Passive,88,777.8272534923417,2.684217409671934,772.4920807392922,783.1624262453912,1.2049834564743497e-131,768.9609393884876,786.6935675961957,2.4099669129486996e-130,36,True,physical_path
action_loss,loss_action,1.0,Reactive,Passive,88,738.8342304983548,4.502250760964235,729.8855196000716,747.7829413966381,3.346288267381933e-110,723.962719242527,753.7057417541827,6.357947708025673e-109,36,True,physical_path
action_loss,loss_action,1.0,Projected stochastic MPC,Passive,88,3598.4543039772734,45.63919031480652,3507.741471342544,3689.1671366120027,1.0488810102440013e-82,3447.7022094119875,3749.2063985425593,9.439929092196012e-82,36,True,physical_path
action_loss,loss_action,1.0,Behaviour cloning,Passive,88,1367.6507746927166,1.1486088433929154,1365.3677902432823,1369.9337591421508,5.058334356378246e-185,1363.8567724813865,1371.4447769040466,1.4669169633496912e-183,36,True,physical_path
action_loss,loss_action,1.0,Model-guided constrained SAC,Passive,88,436.4381649533676,3.8817600078884125,428.72274661454736,444.1535832921879,5.5478062199667905e-96,423.61621417482604,449.2601157319092,6.10258684196347e-95,36,True,physical_path
action_loss,loss_action,0.0,Passive,Reactive,88,-494.4268038087328,5.06137117000784,-504.48682706243653,-484.3667805550291,1.0350178851566655e-90,-511.1451614305045,-477.7084461869611,1.863032193281998e-89,36,True,physical_path
action_loss,loss_action,0.0,Projected stochastic MPC,Reactive,88,-368.0629174450965,19.42430137157322,-406.67081971531735,-329.45501517487565,1.252657344480428e-32,-432.2238742244288,-303.9019606657642,5.010629377921712e-32,36,True,physical_path
action_loss,loss_action,0.0,Behaviour cloning,Reactive,88,673.2883395219039,5.214073677739178,662.924803499214,683.6518755445938,3.497268033598937e-101,656.0655859472881,690.5110930965197,8.743170083997342e-100,36,True,physical_path
action_loss,loss_action,0.0,Model-guided constrained SAC,Reactive,88,528.7577550027565,6.403357196498881,516.0303892090224,541.4851207964907,1.9830223904959955e-84,507.6066455513531,549.90886445416,2.9745335857439933e-83,36,True,physical_path
action_loss,loss_action,0.125,Passive,Reactive,88,-541.3457029205503,4.45874589763147,-550.2079431921838,-532.4834626489167,7.232805822165281e-99,-556.0735120373622,-526.6178938037383,1.518889222654709e-97,36,True,physical_path
action_loss,loss_action,0.125,Projected stochastic MPC,Reactive,88,-343.90213047736853,22.476353825868227,-388.5763174815904,-299.22794347314664,2.12550508624399e-26,-418.14440765336934,-269.6598533013677,2.12550508624399e-26,36,True,physical_path
action_loss,loss_action,0.125,Behaviour cloning,Reactive,88,623.0734621707794,4.66736768055108,613.7965635156949,632.350360825864,1.9651746119413488e-102,607.6565485687621,638.4903757727967,5.502488913435777e-101,36,True,physical_path
